// export const csvData = `Heb Sort	Greek Sort	BSB Sort	Verse	Language	WLC / Nestle Base TR RP WH NE NA SBL	WLC / Nestle Base {TR} ⧼RP⧽ (WH) 〈NE〉 [NA] ‹SBL› [[ECM]]	Translit	Parsing	Parsing	Str Heb	Str Grk	VerseId	Hdg	Crossref	Par		“	 BSB version 	pnc	”	footnotes	End text
Heb Sort	Greek Sort	BSB Sort	Verse	Language	WLC / Nestle Base TR RP WH NE NA SBL	WLC / Nestle Base {TR} ⧼RP⧽ (WH) 〈NE〉 [NA] ‹SBL› [[ECM]]	Translit	Parsing	Parsing	Str Heb	Str Grk	VerseId	Hdg	Crossref	Par	Space	begQ	 BSB version 	pnc	endQ	footnotes	End text
236	0	234	11	Hebrew	וַֽיְהִי־	וַֽיְהִי־	way·hî-	Conj-w | V-Qal-ConsecImperf-3ms	Conjunctive waw | Verb - Qal - Consecutive imperfect - third person masculine singular	1961								 And it was 				
237	0	235	11	Hebrew	כֵֽן׃	כֵֽן׃	ḵên	Adv	Adverb	3651								 so 	.			
238	0	236	11	Hebrew																		
239	0	237	11	Hebrew																		
240	0	238	11	Hebrew																		
241	0	239	11	Hebrew																		
242	0	240	11	Hebrew																		
243	0	241	11	Hebrew																		
244	0	242	11	Hebrew																		
245	0	243	11	Hebrew																		
246	0	244	11	Hebrew																		
247	0	245	11	Hebrew																		
249	0	246	12	Hebrew	הָאָ֜רֶץ	הָאָ֜רֶץ	hā·’ā·reṣ	Art | N-fs	Article | Noun - feminine singular	776		Genesis 1:12						 The earth 				
248	0	247	12	Hebrew	וַתּוֹצֵ֨א	וַתּוֹצֵ֨א	wat·tō·w·ṣê	Conj-w | V-Hifil-ConsecImperf-3fs	Conjunctive waw | Verb - Hifil - Consecutive imperfect - third person feminine singular	3318								 produced 				
250	0	248	12	Hebrew	דֶּ֠שֶׁא	דֶּ֠שֶׁא	de·še	N-ms	Noun - masculine singular	1877								 vegetation 	:			
252	0	249	12	Hebrew	מַזְרִ֤יעַ	מַזְרִ֤יעַ	maz·rî·a‘	V-Hifil-Prtcpl-ms	Verb - Hifil - Participle - masculine singular	2232								 seed-bearing 				
253	0	250	12	Hebrew	זֶ֙רַע֙	זֶ֙רַע֙	ze·ra‘	N-ms	Noun - masculine singular	2233								 . . . 				
251	0	251	12	Hebrew	עֵ֣שֶׂב	עֵ֣שֶׂב	‘ê·śeḇ	N-ms	Noun - masculine singular	6212								 plants 				
254	0	252	12	Hebrew	לְמִינֵ֔הוּ	לְמִינֵ֔הוּ	lə·mî·nê·hū	Prep-l | N-msc | 3ms	Preposition-l | Noun - masculine singular construct | third person masculine singular	4327								 according to their kinds 				
255	0	253	12	Hebrew	וְעֵ֧ץ	וְעֵ֧ץ	wə·‘êṣ	Conj-w | N-ms	Conjunctive waw | Noun - masculine singular	6086								 and trees 				
256	0	254	12	Hebrew	עֹֽשֶׂה־	עֹֽשֶׂה־	‘ō·śeh-	V-Qal-Prtcpl-ms	Verb - Qal - Participle - masculine singular	6213								 bearing 				
257	0	255	12	Hebrew	פְּרִ֛י	פְּרִ֛י	pə·rî	N-ms	Noun - masculine singular	6529								 fruit 				
258	0	256	12	Hebrew	אֲשֶׁ֥ר	אֲשֶׁ֥ר	’ă·šer	Pro-r	Pronoun - relative	834								 - 				
259	0	257	12	Hebrew	זַרְעוֹ־	זַרְעוֹ־	zar·‘ōw-	N-msc | 3ms	Noun - masculine singular construct | third person masculine singular	2233								 with seed 				
260	0	258	12	Hebrew	ב֖וֹ	ב֖וֹ	ḇōw	Prep | 3ms	Preposition | third person masculine singular									 . . . 				
261	0	259	12	Hebrew	לְמִינֵ֑הוּ	לְמִינֵ֑הוּ	lə·mî·nê·hū	Prep-l | N-msc | 3ms	Preposition-l | Noun - masculine singular construct | third person masculine singular	4327								 according to their kinds 	.			
263	0	260	12	Hebrew	אֱלֹהִ֖ים	אֱלֹהִ֖ים	’ĕ·lō·hîm	N-mp	Noun - masculine plural	430								 And God 				
262	0	261	12	Hebrew	וַיַּ֥רְא	וַיַּ֥רְא	way·yar	Conj-w | V-Qal-ConsecImperf-3ms	Conjunctive waw | Verb - Qal - Consecutive imperfect - third person masculine singular	7200								 saw 				
264	0	262	12	Hebrew	כִּי־	כִּי־	kî-	Conj	Conjunction	3588								 that 				
265	0	263	12	Hebrew	טֽוֹב׃	טֽוֹב׃	ṭō·wḇ	Adj-ms	Adjective - masculine singular	2896								 it was good 	.			
266	0	264	12	Hebrew																		
267	0	265	12	Hebrew																		
268	0	266	12	Hebrew																		
269	0	267	12	Hebrew																		
270	0	268	12	Hebrew																		
271	0	269	12	Hebrew																		
272	0	270	12	Hebrew																		
273	0	271	12	Hebrew																		
274	0	272	12	Hebrew																		
275	0	273	12	Hebrew																		
276	0	274	13	Hebrew	וַֽיְהִי־	וַֽיְהִי־	way·hî-	Conj-w | V-Qal-ConsecImperf-3ms	Conjunctive waw | Verb - Qal - Consecutive imperfect - third person masculine singular	1961		Genesis 1:13			<p class=|tab1stline|>			 And there was 				
277	0	275	13	Hebrew	עֶ֥רֶב	עֶ֥רֶב	‘e·reḇ	N-ms	Noun - masculine singular	6153								 evening 	,			
278	0	276	13	Hebrew	וַֽיְהִי־	וַֽיְהִי־	way·hî-	Conj-w | V-Qal-ConsecImperf-3ms	Conjunctive waw | Verb - Qal - Consecutive imperfect - third person masculine singular	1961								 and there was 				
279	0	277	13	Hebrew	בֹ֖קֶר	בֹ֖קֶר	ḇō·qer	N-ms	Noun - masculine singular	1242								 morning 	 — 			
281	0	278	13	Hebrew	שְׁלִישִֽׁי׃פ	שְׁלִישִֽׁי׃פ	šə·lî·šî	Number-oms	Number - ordinal masculine singular	7992								 the third 				
280	0	279	13	Hebrew	י֥וֹם	י֥וֹם	yō·wm	N-ms	Noun - masculine singular	3117								 day 	.			
283	0	280	13	Hebrew																		
284	0	281	13	Hebrew																		
285	0	282	13	Hebrew																		
286	0	283	13	Hebrew																		
287	0	284	13	Hebrew																		
288	0	285	13	Hebrew																		
289	0	286	13	Hebrew																		
290	0	287	13	Hebrew																		
291	0	288	13	Hebrew																		
292	0	289	13	Hebrew																		
294	0	290	14	Hebrew	אֱלֹהִ֗ים	אֱלֹהִ֗ים	’ĕ·lō·hîm	N-mp	Noun - masculine plural	430		Genesis 1:14	<p class=|subhdg|>The Fourth Day		<p class=|tab1stline|>			 And God 				
293	0	291	14	Hebrew	וַיֹּ֣אמֶר	וַיֹּ֣אמֶר	way·yō·mer	Conj-w | V-Qal-ConsecImperf-3ms	Conjunctive waw | Verb - Qal - Consecutive imperfect - third person masculine singular	559								 said 	,			
295	0	292	14	Hebrew	יְהִ֤י	יְהִ֤י	yə·hî	V-Qal-Imperf.Jus-3ms	Verb - Qal - Imperfect Jussive - third person masculine singular	1961							“	 Let there be 				
296	0	293	14	Hebrew	מְאֹרֹת֙	מְאֹרֹת֙	mə·’ō·rōṯ	N-mp	Noun - masculine plural	3974								 lights 				
297	0	294	14	Hebrew	בִּרְקִ֣יעַ	בִּרְקִ֣יעַ	bir·qî·a‘	Prep-b | N-msc	Preposition-b | Noun - masculine singular construct	7549								 in the expanse 				
298	0	295	14	Hebrew	הַשָּׁמַ֔יִם	הַשָּׁמַ֔יִם	haš·šā·ma·yim	Art | N-mp	Article | Noun - masculine plural	8064								 of the sky 				
299	0	296	14	Hebrew	לְהַבְדִּ֕יל	לְהַבְדִּ֕יל	lə·haḇ·dîl	Prep-l | V-Hifil-Inf	Preposition-l | Verb - Hifil - Infinitive construct	914								 to distinguish 				
300	0	297	14	Hebrew	בֵּ֥ין	בֵּ֥ין	bên	Prep	Preposition	996								 between 				
301	0	298	14	Hebrew	הַיּ֖וֹם	הַיּ֖וֹם	hay·yō·wm	Art | N-ms	Article | Noun - masculine singular	3117								 the day 				
302	0	299	14	Hebrew	וּבֵ֣ין	וּבֵ֣ין	ū·ḇên	Conj-w | Prep	Conjunctive waw | Preposition	996								 and 				
303	0	300	14	Hebrew	הַלָּ֑יְלָה	הַלָּ֑יְלָה	hal·lā·yə·lāh	Art | N-ms	Article | Noun - masculine singular	3915								 the night 	,			
304	0	301	14	Hebrew	וְהָי֤וּ	וְהָי֤וּ	wə·hā·yū	Conj-w | V-Qal-ConjPerf-3cp	Conjunctive waw | Verb - Qal - Conjunctive perfect - third person common plural	1961								 and let them be 				
305	0	302	14	Hebrew	לְאֹתֹת֙	לְאֹתֹת֙	lə·’ō·ṯōṯ	Prep-l | N-cp	Preposition-l | Noun - common plural	226								 signs to mark 				
306	0	303	14	Hebrew	וּלְמ֣וֹעֲדִ֔ים	וּלְמ֣וֹעֲדִ֔ים	ū·lə·mō·w·‘ă·ḏîm	Conj-w, Prep-l | N-mp	Conjunctive waw, Preposition-l | Noun - masculine plural	4150								 [the] seasons 				
307	0	304	14	Hebrew	וּלְיָמִ֖ים	וּלְיָמִ֖ים	ū·lə·yā·mîm	Conj-w, Prep-l | N-mp	Conjunctive waw, Preposition-l | Noun - masculine plural	3117								 and days 				
308	0	305	14	Hebrew	וְשָׁנִֽים׃	וְשָׁנִֽים׃	wə·šā·nîm	Conj-w | N-fp	Conjunctive waw | Noun - feminine plural	8141								 and years 	.			
309	0	306	14	Hebrew																		
310	0	307	14	Hebrew																		
311	0	308	14	Hebrew																		
312	0	309	14	Hebrew																		
313	0	310	14	Hebrew																		
314	0	311	14	Hebrew																		
315	0	312	14	Hebrew																		
316	0	313	14	Hebrew																		
317	0	314	14	Hebrew																		
318	0	315	14	Hebrew																		
319	0	316	15	Hebrew	וְהָי֤וּ	וְהָי֤וּ	wə·hā·yū	Conj-w | V-Qal-ConjPerf-3cp	Conjunctive waw | Verb - Qal - Conjunctive perfect - third person common plural	1961		Genesis 1:15						 And let them serve 				
320	0	317	15	Hebrew	לִמְאוֹרֹת֙	לִמְאוֹרֹת֙	lim·’ō·w·rōṯ	Prep-l | N-mp	Preposition-l | Noun - masculine plural	3974								 as lights 				
321	0	318	15	Hebrew	בִּרְקִ֣יעַ	בִּרְקִ֣יעַ	bir·qî·a‘	Prep-b | N-msc	Preposition-b | Noun - masculine singular construct	7549								 in the expanse 				
322	0	319	15	Hebrew	הַשָּׁמַ֔יִם	הַשָּׁמַ֔יִם	haš·šā·ma·yim	Art | N-mp	Article | Noun - masculine plural	8064								 of the sky 				
323	0	320	15	Hebrew	לְהָאִ֖יר	לְהָאִ֖יר	lə·hā·’îr	Prep-l | V-Hifil-Inf	Preposition-l | Verb - Hifil - Infinitive construct	215								 to shine 				
324	0	321	15	Hebrew	עַל־	עַל־	‘al-	Prep	Preposition	5921								 upon 				
325	0	322	15	Hebrew	הָאָ֑רֶץ	הָאָ֑רֶץ	hā·’ā·reṣ	Art | N-fs	Article | Noun - feminine singular	776								 the earth 	.	” 		
326	0	323	15	Hebrew	וַֽיְהִי־	וַֽיְהִי־	way·hî-	Conj-w | V-Qal-ConsecImperf-3ms	Conjunctive waw | Verb - Qal - Consecutive imperfect - third person masculine singular	1961								 And it was 				
327	0	324	15	Hebrew	כֵֽן׃	כֵֽן׃	ḵên	Adv	Adverb	3651								 so 	.			
328	0	325	15	Hebrew																		
329	0	326	15	Hebrew																		
330	0	327	15	Hebrew																		
331	0	328	15	Hebrew																		
332	0	329	15	Hebrew																		
333	0	330	15	Hebrew																		
334	0	331	15	Hebrew																		
335	0	332	15	Hebrew																		
336	0	333	15	Hebrew																		
337	0	334	15	Hebrew																		
339	0	335	16	Hebrew	אֱלֹהִ֔ים	אֱלֹהִ֔ים	’ĕ·lō·hîm	N-mp	Noun - masculine plural	430		Genesis 1:16			<p class=|tab1stline|>			 God 				
340	0	336	16	Hebrew	אֶת־	אֶת־	’eṯ-	DirObjM	Direct object marker	853								 - 				
338	0	337	16	Hebrew	וַיַּ֣עַשׂ	וַיַּ֣עַשׂ	way·ya·‘aś	Conj-w | V-Qal-ConsecImperf-3ms	Conjunctive waw | Verb - Qal - Consecutive imperfect - third person masculine singular	6213								 made 				
341	0	338	16	Hebrew	שְׁנֵ֥י	שְׁנֵ֥י	šə·nê	Number-mdc	Number - masculine dual construct	8147								 two 				
343	0	339	16	Hebrew	הַגְּדֹלִ֑ים	הַגְּדֹלִ֑ים	hag·gə·ḏō·lîm	Art | Adj-mp	Article | Adjective - masculine plural	1419								 great 				
344	0	340	16	Hebrew	אֶת־	אֶת־	’eṯ-	DirObjM	Direct object marker	853								 - 				
342	0	341	16	Hebrew	הַמְּאֹרֹ֖ת	הַמְּאֹרֹ֖ת	ham·mə·’ō·rōṯ	Art | N-mp	Article | Noun - masculine plural	3974								 lights 	:			
346	0	342	16	Hebrew	הַגָּדֹל֙	הַגָּדֹל֙	hag·gā·ḏōl	Art | Adj-ms	Article | Adjective - masculine singular	1419								 the greater 				
345	0	343	16	Hebrew	הַמָּא֤וֹר	הַמָּא֤וֹר	ham·mā·’ō·wr	Art | N-ms	Article | Noun - masculine singular	3974								 light 				
347	0	344	16	Hebrew	לְמֶמְשֶׁ֣לֶת	לְמֶמְשֶׁ֣לֶת	lə·mem·še·leṯ	Prep-l | N-fsc	Preposition-l | Noun - feminine singular construct	4475								 to rule 				
348	0	345	16	Hebrew	הַיּ֔וֹם	הַיּ֔וֹם	hay·yō·wm	Art | N-ms	Article | Noun - masculine singular	3117								 the day 				
349	0	346	16	Hebrew	וְאֶת־	וְאֶת־	wə·’eṯ-	Conj-w | DirObjM	Conjunctive waw | Direct object marker	853								 and 				
351	0	347	16	Hebrew	הַקָּטֹן֙	הַקָּטֹן֙	haq·qā·ṭōn	Art | Adj-ms	Article | Adjective - masculine singular	6996								 the lesser 				
350	0	348	16	Hebrew	הַמָּא֤וֹר	הַמָּא֤וֹר	ham·mā·’ō·wr	Art | N-ms	Article | Noun - masculine singular	3974								 light 				
352	0	349	16	Hebrew	לְמֶמְשֶׁ֣לֶת	לְמֶמְשֶׁ֣לֶת	lə·mem·še·leṯ	Prep-l | N-fsc	Preposition-l | Noun - feminine singular construct	4475								 to rule 				
353	0	350	16	Hebrew	הַלַּ֔יְלָה	הַלַּ֔יְלָה	hal·lay·lāh	Art | N-ms	Article | Noun - masculine singular	3915								 the night 	.			
354	0	351	16	Hebrew	וְאֵ֖ת	וְאֵ֖ת	wə·’êṯ	Conj-w | DirObjM	Conjunctive waw | Direct object marker	853								 And [He made] 				
355	0	352	16	Hebrew	הַכּוֹכָבִֽים׃	הַכּוֹכָבִֽים׃	hak·kō·w·ḵā·ḇîm	Art | N-mp	Article | Noun - masculine plural	3556								 the stars {as well} 	.			
356	0	353	16	Hebrew																		
357	0	354	16	Hebrew																		
358	0	355	16	Hebrew																		
359	0	356	16	Hebrew																		
360	0	357	16	Hebrew																		
361	0	358	16	Hebrew																		
362	0	359	16	Hebrew																		
363	0	360	16	Hebrew																		
364	0	361	16	Hebrew																		
365	0	362	16	Hebrew																		
368	0	363	17	Hebrew	אֱלֹהִ֖ים	אֱלֹהִ֖ים	’ĕ·lō·hîm	N-mp	Noun - masculine plural	430		Genesis 1:17			<p class=|tab1stline|>			 God 				
366	0	364	17	Hebrew	וַיִּתֵּ֥ן	וַיִּתֵּ֥ן	way·yit·tên	Conj-w | V-Qal-ConsecImperf-3ms	Conjunctive waw | Verb - Qal - Consecutive imperfect - third person masculine singular	5414								 set 				
367	0	365	17	Hebrew	אֹתָ֛ם	אֹתָ֛ם	’ō·ṯām	DirObjM | 3mp	Direct object marker | third person masculine plural	853								 [these lights] 				
369	0	366	17	Hebrew	בִּרְקִ֣יעַ	בִּרְקִ֣יעַ	bir·qî·a‘	Prep-b | N-msc	Preposition-b | Noun - masculine singular construct	7549								 in the expanse 				
370	0	367	17	Hebrew	הַשָּׁמָ֑יִם	הַשָּׁמָ֑יִם	haš·šā·mā·yim	Art | N-mp	Article | Noun - masculine plural	8064								 of the sky 				
371	0	368	17	Hebrew	לְהָאִ֖יר	לְהָאִ֖יר	lə·hā·’îr	Prep-l | V-Hifil-Inf	Preposition-l | Verb - Hifil - Infinitive construct	215								 to shine 				
372	0	369	17	Hebrew	עַל־	עַל־	‘al-	Prep	Preposition	5921								 upon 				
373	0	370	17	Hebrew	הָאָֽרֶץ׃	הָאָֽרֶץ׃	hā·’ā·reṣ	Art | N-fs	Article | Noun - feminine singular	776								 the earth 	,			
374	0	371	17	Hebrew																		
375	0	372	17	Hebrew																		
376	0	373	17	Hebrew																		
377	0	374	17	Hebrew																		
378	0	375	17	Hebrew																		
379	0	376	17	Hebrew																		
380	0	377	17	Hebrew																		
381	0	378	17	Hebrew																		
382	0	379	17	Hebrew																		
383	0	380	17	Hebrew																		
384	0	381	18	Hebrew	וְלִמְשֹׁל֙	וְלִמְשֹׁל֙	wə·lim·šōl	Conj-w, Prep-l | V-Qal-Inf	Conjunctive waw, Preposition-l | Verb - Qal - Infinitive construct	4910		Genesis 1:18						 to preside over 				
385	0	382	18	Hebrew	בַּיּ֣וֹם	בַּיּ֣וֹם	bay·yō·wm	Prep-b, Art | N-ms	Preposition-b, Article | Noun - masculine singular	3117								 the day 				
386	0	383	18	Hebrew	וּבַלַּ֔יְלָה	וּבַלַּ֔יְלָה	ū·ḇal·lay·lāh	Conj-w, Prep-b, Art | N-ms	Conjunctive waw, Preposition-b, Article | Noun - masculine singular	3915								 and the night 	,			
387	0	384	18	Hebrew	וּֽלֲהַבְדִּ֔יל	וּֽלֲהַבְדִּ֔יל	ū·lă·haḇ·dîl	Conj-w, Prep-l | V-Hifil-Inf	Conjunctive waw, Preposition-l | Verb - Hifil - Infinitive construct	914								 and to separate 				
389	0	385	18	Hebrew	הָא֖וֹר	הָא֖וֹר	hā·’ō·wr	Art | N-cs	Article | Noun - common singular	216								 the light 				
390	0	386	18	Hebrew	וּבֵ֣ין	וּבֵ֣ין	ū·ḇên	Conj-w | Prep	Conjunctive waw | Preposition	996								 from 				
388	0	387	18	Hebrew	בֵּ֥ין	בֵּ֥ין	bên	Prep	Preposition	996								 . . . 				
391	0	388	18	Hebrew	הַחֹ֑שֶׁךְ	הַחֹ֑שֶׁךְ	ha·ḥō·šeḵ	Art | N-ms	Article | Noun - masculine singular	2822								 the darkness 	.			
393	0	389	18	Hebrew	אֱלֹהִ֖ים	אֱלֹהִ֖ים	’ĕ·lō·hîm	N-mp	Noun - masculine plural	430								 And God 				
392	0	390	18	Hebrew	וַיַּ֥רְא	וַיַּ֥רְא	way·yar	Conj-w | V-Qal-ConsecImperf-3ms	Conjunctive waw | Verb - Qal - Consecutive imperfect - third person masculine singular	7200								 saw 				
394	0	391	18	Hebrew	כִּי־	כִּי־	kî-	Conj	Conjunction	3588								 that 				
395	0	392	18	Hebrew	טֽוֹב׃	טֽוֹב׃	ṭō·wḇ	Adj-ms	Adjective - masculine singular	2896								 [it was] good 	.			
396	0	393	18	Hebrew																		
397	0	394	18	Hebrew																		
398	0	395	18	Hebrew																		
399	0	396	18	Hebrew																		
400	0	397	18	Hebrew																		
401	0	398	18	Hebrew																		
402	0	399	18	Hebrew																		
403	0	400	18	Hebrew																		
404	0	401	18	Hebrew																		
405	0	402	18	Hebrew																		
406	0	403	19	Hebrew	וַֽיְהִי־	וַֽיְהִי־	way·hî-	Conj-w | V-Qal-ConsecImperf-3ms	Conjunctive waw | Verb - Qal - Consecutive imperfect - third person masculine singular	1961		Genesis 1:19			<p class=|tab1stline|>			 And there was 				
407	0	404	19	Hebrew	עֶ֥רֶב	עֶ֥רֶב	‘e·reḇ	N-ms	Noun - masculine singular	6153								 evening 	,			
408	0	405	19	Hebrew	וַֽיְהִי־	וַֽיְהִי־	way·hî-	Conj-w | V-Qal-ConsecImperf-3ms	Conjunctive waw | Verb - Qal - Consecutive imperfect - third person masculine singular	1961								 and there was 				
409	0	406	19	Hebrew	בֹ֖קֶר	בֹ֖קֶר	ḇō·qer	N-ms	Noun - masculine singular	1242								 morning 	 — 			
411	0	407	19	Hebrew	רְבִיעִֽי׃פ	רְבִיעִֽי׃פ	rə·ḇî·‘î	Number-oms	Number - ordinal masculine singular	7243								 the fourth 				
410	0	408	19	Hebrew	י֥וֹם	י֥וֹם	yō·wm	N-ms	Noun - masculine singular	3117								 day 	.			
413	0	409	19	Hebrew																		
414	0	410	19	Hebrew																		
415	0	411	19	Hebrew																		
416	0	412	19	Hebrew																		
417	0	413	19	Hebrew																		
418	0	414	19	Hebrew																		
419	0	415	19	Hebrew																		
420	0	416	19	Hebrew																		
421	0	417	19	Hebrew																		
422	0	418	19	Hebrew																		
424	0	419	20	Hebrew	אֱלֹהִ֔ים	אֱלֹהִ֔ים	’ĕ·lō·hîm	N-mp	Noun - masculine plural	430		Genesis 1:20	<p class=|subhdg|>The Fifth Day		<p class=|tab1stline|>			 And God 				
423	0	420	20	Hebrew	וַיֹּ֣אמֶר	וַיֹּ֣אמֶר	way·yō·mer	Conj-w | V-Qal-ConsecImperf-3ms	Conjunctive waw | Verb - Qal - Consecutive imperfect - third person masculine singular	559								 said 	,			
426	0	421	20	Hebrew	הַמַּ֔יִם	הַמַּ֔יִם	ham·ma·yim	Art | N-mp	Article | Noun - masculine plural	4325							“	 Let the waters 				
425	0	422	20	Hebrew	יִשְׁרְצ֣וּ	יִשְׁרְצ֣וּ	yiš·rə·ṣū	V-Qal-Imperf-3mp	Verb - Qal - Imperfect - third person masculine plural	8317								 teem 				
428	0	423	20	Hebrew	נֶ֣פֶשׁ	נֶ֣פֶשׁ	ne·p̄eš	N-fs	Noun - feminine singular	5315								 with living 				
429	0	424	20	Hebrew	חַיָּ֑ה	חַיָּ֑ה	ḥay·yāh	Adj-fs	Adjective - feminine singular	2416								 . . . 				
427	0	425	20	Hebrew	שֶׁ֖רֶץ	שֶׁ֖רֶץ	še·reṣ	N-msc	Noun - masculine singular construct	8318								 creatures 	,			
430	0	426	20	Hebrew	וְעוֹף֙	וְעוֹף֙	wə·‘ō·wp̄	Conj-w | N-ms	Conjunctive waw | Noun - masculine singular	5775								 and let birds 				
431	0	427	20	Hebrew	יְעוֹפֵ֣ף	יְעוֹפֵ֣ף	yə·‘ō·w·p̄êp̄	V-Piel-Imperf-3ms	Verb - Piel - Imperfect - third person masculine singular	5774								 fly 				
432	0	428	20	Hebrew	עַל־	עַל־	‘al-	Prep	Preposition	5921								 above 				
433	0	429	20	Hebrew	הָאָ֔רֶץ	הָאָ֔רֶץ	hā·’ā·reṣ	Art | N-fs	Article | Noun - feminine singular	776								 the earth 				
434	0	430	20	Hebrew	עַל־	עַל־	‘al-	Prep	Preposition	5921								 in 				
435	0	431	20	Hebrew	פְּנֵ֖י	פְּנֵ֖י	pə·nê	N-cpc	Noun - common plural construct	6440								 the open 				
436	0	432	20	Hebrew	רְקִ֥יעַ	רְקִ֥יעַ	rə·qî·a‘	N-msc	Noun - masculine singular construct	7549								 expanse 				
437	0	433	20	Hebrew	הַשָּׁמָֽיִם׃	הַשָּׁמָֽיִם׃	haš·šā·mā·yim	Art | N-mp	Article | Noun - masculine plural	8064								 of the sky 	.	” 		
438	0	434	20	Hebrew																		
439	0	435	20	Hebrew																		
